1.000000000000000000e+00,9.721354300438799001e+00,2.508605788063540842e+00
2.000000000000000000e+00,9.718774019280326470e+00,2.508976364256197744e+00
3.000000000000000000e+00,9.718745725482053288e+00,2.508982977864613773e+00
4.000000000000000000e+00,9.718747293018495270e+00,2.508982601835904713e+00
5.000000000000000000e+00,9.718749458532970564e+00,2.508982164951912619e+00
6.000000000000000000e+00,9.718751759631413023e+00,2.508981758344844604e+00
7.000000000000000000e+00,9.718754151584757750e+00,2.508981373499717282e+00
8.000000000000000000e+00,9.718756596020838856e+00,2.508981000509005188e+00
9.000000000000000000e+00,9.718759054861259017e+00,2.508980629494185877e+00
1.000000000000000000e+01,9.718761490180515494e+00,2.508980250613392915e+00
1.100000000000000000e+01,9.718763864151940268e+00,2.508979854048307701e+00
1.200000000000000000e+01,9.718766138995054149e+00,2.508979429990746191e+00
1.300000000000000000e+01,9.718768276922670424e+00,2.508978968629201223e+00
1.400000000000000000e+01,9.718770240087806656e+00,2.508978460135280475e+00
1.500000000000000000e+01,9.718771990530266081e+00,2.508977894650122664e+00
1.600000000000000000e+01,9.718773490122920578e+00,2.508977262270655206e+00
1.700000000000000000e+01,9.718774700517400333e+00,2.508976553035765278e+00
1.800000000000000000e+01,9.718775583089323433e+00,2.508975756912280808e+00
1.900000000000000000e+01,9.718776098882722536e+00,2.508974863780814690e+00
2.000000000000000000e+01,9.718776208553940421e+00,2.508973863421380290e+00
2.100000000000000000e+01,9.718775872314413533e+00,2.508972745498796453e+00
2.200000000000000000e+01,9.718775049872734328e+00,2.508971499547837158e+00
2.300000000000000000e+01,9.718773700375441749e+00,2.508970114958102293e+00
2.400000000000000000e+01,9.718771782346752985e+00,2.508968580958564232e+00
2.500000000000000000e+01,9.718769253627018045e+00,2.508966886601800450e+00
2.600000000000000000e+01,9.718766071309671517e+00,2.508965020747825125e+00
2.700000000000000000e+01,9.718762191676594497e+00,2.508962972047528606e+00
2.800000000000000000e+01,9.718757570131906220e+00,2.508960728925658135e+00
2.900000000000000000e+01,9.718752161133840772e+00,2.508958279563334060e+00
3.000000000000000000e+01,9.718745918124527705e+00,2.508955611880027359e+00
3.100000000000000000e+01,9.718738793457815106e+00,2.508952713514967847e+00
3.200000000000000000e+01,9.718730738324582674e+00,2.508949571807951529e+00
3.300000000000000000e+01,9.718721702675507501e+00,2.508946173779476485e+00
3.400000000000000000e+01,9.718711635141259464e+00,2.508942506110158899e+00
3.500000000000000000e+01,9.718700482949595099e+00,2.508938555119397229e+00
