1.000000000000000000e+00,2.039463189609048754e+01,5.600353042470302078e+00
2.000000000000000000e+00,2.039460469654947516e+01,5.600337820611478890e+00
3.000000000000000000e+00,2.039456092121785247e+01,5.600313447419845936e+00
4.000000000000000000e+00,2.039451646617238723e+01,5.600288958303442755e+00
5.000000000000000000e+00,2.039447090554303088e+01,5.600264248024204861e+00
6.000000000000000000e+00,2.039442381351431521e+01,5.600239211271837547e+00
7.000000000000000000e+00,2.039437476368219393e+01,5.600213742619870594e+00
8.000000000000000000e+00,2.039432332799036374e+01,5.600187736264905070e+00
9.000000000000000000e+00,2.039426907558720004e+01,5.600161085744368883e+00
1.000000000000000000e+01,2.039421157158558273e+01,5.600133683628442327e+00
1.100000000000000000e+01,2.039415037570698530e+01,5.600105421181024390e+00
1.200000000000000000e+01,2.039408504079070639e+01,5.600076187984559084e+00
1.300000000000000000e+01,2.039401511114442300e+01,5.600045871522726593e+00
1.400000000000000000e+01,2.039394012071236872e+01,5.600014356714607011e+00
1.500000000000000000e+01,2.039385959103388757e+01,5.599981525393042503e+00
1.600000000000000000e+01,2.039377302896115651e+01,5.599947255719157191e+00
1.700000000000000000e+01,2.039367992410243247e+01,5.599911421524050859e+00
1.800000000000000000e+01,2.039357974595147738e+01,5.599873891567376027e+00
1.900000000000000000e+01,2.039347194065996760e+01,5.599834528701479464e+00
2.000000000000000000e+01,2.039335592740303937e+01,5.599793188927871590e+00
2.100000000000000000e+01,2.039323109428123715e+01,5.599749720331282710e+00
2.200000000000000000e+01,2.039309679369538131e+01,5.599703961874404889e+00
2.300000000000000000e+01,2.039295233711931843e+01,5.599655742033857742e+00
2.400000000000000000e+01,2.039279698918764083e+01,5.599604877255181634e+00
2.500000000000000000e+01,2.039262996099968817e+01,5.599551170201345407e+00
2.600000000000000000e+01,2.039245040252879093e+01,5.599494407764987081e+00
2.700000000000000000e+01,2.039225739400648862e+01,5.599434358810535528e+00
2.800000000000000000e+01,2.039204993613146755e+01,5.599370771606237085e+00
2.900000000000000000e+01,2.039182693892787057e+01,5.599303370899968435e+00
3.000000000000000000e+01,2.039158720904917033e+01,5.599231854584940216e+00
3.100000000000000000e+01,2.039132943528786868e+01,5.599155889891918925e+00
3.200000000000000000e+01,2.039105217201100118e+01,5.599075109033852193e+00
3.300000000000000000e+01,2.039075382019031935e+01,5.598989104215339907e+00
3.400000000000000000e+01,2.039043260563761706e+01,5.598897421903508587e+00
3.500000000000000000e+01,2.039008655398230019e+01,5.598799556237726627e+00
3.600000000000000000e+01,2.038971346184163735e+01,5.598694941432293959e+00
3.700000000000000000e+01,2.038931086352917177e+01,5.598582942998142187e+00
3.800000000000000000e+01,2.038887599251738081e+01,5.598462847575200740e+00
3.900000000000000000e+01,2.038840573671382828e+01,5.598333851125461891e+00
4.000000000000000000e+01,2.038789658641941571e+01,5.598195045185170748e+00
4.100000000000000000e+01,2.038734457359975849e+01,5.598045400811793471e+00
4.200000000000000000e+01,2.038674520081125507e+01,5.597883749783608920e+00
4.300000000000000000e+01,2.038609335776278186e+01,5.597708762513254221e+00
4.400000000000000000e+01,2.038538322304704664e+01,5.597518922017102661e+00
4.500000000000000000e+01,2.038460814801744903e+01,5.597312493132643674e+00
4.600000000000000000e+01,2.038376051908824493e+01,5.597087485988835098e+00
4.700000000000000000e+01,2.038283159385621701e+01,5.596841612498813845e+00
4.800000000000000000e+01,2.038181130533236285e+01,5.596572234345955188e+00
4.900000000000000000e+01,2.038068802716342631e+01,5.596276300556432659e+00
5.000000000000000000e+01,2.037944829092514354e+01,5.595950272268187753e+00
5.100000000000000000e+01,2.037807644427073939e+01,5.595590031687948773e+00
5.200000000000000000e+01,2.037655423575282754e+01,5.595190771430565313e+00
5.300000000000000000e+01,2.037486030830613259e+01,5.594746859403445072e+00
5.400000000000000000e+01,2.037296957839233258e+01,5.594251673055966378e+00
5.500000000000000000e+01,2.037085247129300924e+01,5.593697395057738220e+00
5.600000000000000000e+01,2.036847397446986463e+01,5.593074760159663761e+00
5.700000000000000000e+01,2.036579245959500284e+01,5.592372739938348936e+00
5.800000000000000000e+01,2.036275820881618515e+01,5.591578148065298848e+00
5.900000000000000000e+01,2.035931156073803905e+01,5.590675143317976215e+00
6.000000000000000000e+01,2.035538056463220258e+01,5.589644600262907659e+00
6.100000000000000000e+01,2.035087799499254402e+01,5.588463307702836502e+00
6.200000000000000000e+01,2.034569752919884777e+01,5.587102941634144671e+00
6.300000000000000000e+01,2.033970882384249279e+01,5.585528741281535758e+00
6.400000000000000000e+01,2.033275113341209206e+01,5.583697791926978127e+00
6.500000000000000000e+01,2.032462498918807370e+01,5.581556784201593402e+00
6.600000000000000000e+01,2.031508128359638121e+01,5.579039072819590217e+00
6.700000000000000000e+01,2.030380686884857155e+01,5.576060793802707138e+00
6.800000000000000000e+01,2.029040545628146219e+01,5.572515712125989396e+00
6.900000000000000000e+01,2.027437216720430513e+01,5.568268354164061407e+00
7.000000000000000000e+01,2.025505950736273775e+01,5.563144823482696566e+00
7.100000000000000000e+01,2.023163179049570459e+01,5.556920498180782708e+00
7.200000000000000000e+01,2.020300412148764835e+01,5.549303564027683322e+00
7.300000000000000000e+01,2.016776103265178932e+01,5.539913069934990553e+00
7.400000000000000000e+01,2.012404896458857806e+01,5.528249963077287887e+00
7.500000000000000000e+01,2.006943651230530890e+01,5.513659516124852722e+00
7.600000000000000000e+01,2.000073776046419383e+01,5.495283990239862248e+00
7.700000000000000000e+01,1.991379892085905112e+01,5.472005786967385710e+00
7.800000000000000000e+01,1.980325941485437014e+01,5.442384427776998379e+00
7.900000000000000000e+01,1.966231773043940834e+01,5.404596039479891090e+00
8.000000000000000000e+01,1.948255816892983106e+01,5.356391066790510358e+00
8.100000000000000000e+01,1.925391451658170539e+01,5.295091061335109650e+00
8.200000000000000000e+01,1.896483110040594866e+01,5.217640214206262783e+00
8.300000000000000000e+01,1.860259379284547165e+01,5.120701635595109380e+00
8.400000000000000000e+01,1.815364756372667188e+01,5.000744014846724816e+00
8.500000000000000000e+01,1.760360838274899464e+01,4.854034136327077142e+00
8.600000000000000000e+01,1.693682970122898013e+01,4.676493945832080890e+00
8.700000000000000000e+01,1.613592854553387568e+01,4.463530838466383877e+00
8.800000000000000000e+01,1.518247129477947155e+01,4.210163382434958912e+00
8.900000000000000000e+01,1.406070542896382314e+01,3.911944438521955281e+00
9.000000000000000000e+01,1.276629674931555769e+01,3.567205172138453229e+00
9.100000000000000000e+01,1.132042180096358486e+01,3.180742716359704847e+00
9.200000000000000000e+01,9.784460093578957185e+00,2.767782147034577367e+00
9.300000000000000000e+01,8.262475556959669731e+00,2.354950126427753254e+00
9.400000000000000000e+01,6.877394991230927346e+00,1.974515697517882584e+00
9.500000000000000000e+01,5.725962397941092519e+00,1.652872384328706090e+00
9.600000000000000000e+01,4.844034837664973558e+00,1.401155417469517106e+00
9.700000000000000000e+01,4.208061151025180635e+00,1.214922906842289096e+00
9.800000000000000000e+01,3.763200203487611972e+00,1.080963454647190902e+00
9.900000000000000000e+01,3.451503703484941177e+00,9.845610299575974222e-01
1.000000000000000000e+02,3.226465014289648714e+00,9.134888131648910559e-01
1.010000000000000000e+02,3.055845343479178133e+00,8.589920708110577729e-01
1.020000000000000000e+02,2.919118178513341988e+00,8.152970082595623058e-01
1.030000000000000000e+02,2.803835656568306245e+00,7.787565645100639200e-01
1.040000000000000000e+02,2.702631147946344292e+00,7.471062504975866103e-01
1.050000000000000000e+02,2.611170781796901874e+00,7.189376706908736647e-01
1.060000000000000000e+02,2.526878614397295664e+00,6.933607103106875780e-01
1.070000000000000000e+02,2.448183892877028534e+00,6.697975272172693728e-01
1.080000000000000000e+02,2.374090027395745039e+00,6.478600632385362879e-01
1.090000000000000000e+02,2.303931965748862165e+00,6.272778507651407542e-01
1.100000000000000000e+02,2.237240583022607865e+00,6.078553103428504523e-01
1.110000000000000000e+02,2.173666732318467076e+00,5.894461434518459830e-01
1.120000000000000000e+02,2.112938206645774919e+00,5.719376321153699649e-01
1.130000000000000000e+02,2.054834787701083076e+00,5.552407319373952044e-01
1.140000000000000000e+02,1.999173268725010111e+00,5.392836126479459979e-01
1.150000000000000000e+02,1.945798044993590104e+00,5.240073014818141806e-01
1.160000000000000000e+02,1.894574884865168007e+00,5.093626485834485962e-01
1.170000000000000000e+02,1.845386583608161102e+00,4.953081516121564110e-01
1.180000000000000000e+02,1.798129785693477700e+00,4.818083575391389206e-01
1.190000000000000000e+02,1.752712572604867125e+00,4.688326640662439648e-01
